No,Nama Prodi,Nama PT,Jenjang
13651,Budidaya Perairan,Universitas Gajah Putih,S1
13652,Ekonomi Pembangunan,Universitas Gajah Putih,S1
13653,Peternakan,Universitas Gajah Putih,S1
13654,Teknik Informatika,Universitas Gajah Putih,S1
13655,Ilmu Komunikasi,Universitas Gajah Putih,S1
13656,Agribisnis,Universitas Gajah Putih,S1
13657,Ilmu Administrasi Negara,Universitas Gajah Putih,S1
13658,Agroteknologi,Universitas Gajah Putih,S1
13659,Manajemen,Universitas Gajah Putih,S1
13661,Akuntansi,Universitas Gajayana,S1
13663,Sistem Informasi,Universitas Gajayana,S1
13664,Ekonomi Pembangunan,Universitas Gajayana,S1
13665,Teknik Mesin,Universitas Gajayana,S1
13666,Psikologi,Universitas Gajayana,S1
13667,Manajemen,Universitas Gajayana,S1
13668,Ilmu Komunikasi,Universitas Gajayana,S1
13669,Teknik Elektro,Universitas Gajayana,S1
13673,Pendidikan Sejarah,Universitas Galuh,S1
13674,Hukum,Universitas Galuh,S1
13675,Pendidikan Bahasa Indonesia,Universitas Galuh,S1
13677,Ilmu Administrasi Negara,Universitas Galuh Ciamis,S1
13678,Pendidikan Biologi,Universitas Galuh Ciamis,S1
13680,Ilmu Pemerintahan,Universitas Galuh Ciamis,S1
13681,Pendidikan Akuntansi,Universitas Galuh Ciamis,S1
13682,Teknik Mesin,Universitas Galuh Ciamis,S1
13683,Agribisnis,Universitas Galuh Ciamis,S1
13684,Pendidikan Matematika,Universitas Galuh Ciamis,S1
